id,prodName,prodCatid,prodCat,prodPcatid,prodPcat,lowPrice,highPrice,avgPrice,place,specInfo,unitInfo,pubDate,status,userIdCreate,userIdModified,userCreate,userModified,gmtCreate,gmtModified
1218596,母河蟹,1190,水产,1211,其他类,35.0,40.0,37.5,,100g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218595,母河蟹,1190,水产,1211,其他类,40.0,45.0,42.5,,125g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218594,母河蟹,1190,水产,1211,其他类,45.0,50.0,47.5,,150g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218593,母梭子蟹,1190,水产,1211,其他类,60.0,80.0,70.0,,300g-350g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218592,公梭子蟹,1190,水产,1211,其他类,30.0,35.0,32.5,,200g-250g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218591,公梭子蟹,1190,水产,1211,其他类,45.0,50.0,47.5,,300g-350g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218590,珍宝蟹,1190,水产,1211,其他类,130.0,140.0,135.0,,活,斤,2021-12-14 00:00:00,,138,,admin,,,
1218589,面包蟹,1190,水产,1211,其他类,110.0,120.0,115.0,,活,斤,2021-12-14 00:00:00,,138,,admin,,,
1218588,白虾（笼装）,1190,水产,1211,其他类,26.0,28.0,27.0,,22-24头,斤,2021-12-14 00:00:00,,138,,admin,,,
1218587,白虾（笼装）,1190,水产,1211,其他类,24.0,26.0,25.0,,26-30头,斤,2021-12-14 00:00:00,,138,,admin,,,
1218586,白虾（精品）,1190,水产,1211,其他类,32.0,32.0,32.0,,22-24头,斤,2021-12-14 00:00:00,,138,,admin,,,
1218585,白虾（精品）,1190,水产,1211,其他类,30.0,30.0,30.0,,26-30头,斤,2021-12-14 00:00:00,,138,,admin,,,
1218584,白虾,1190,水产,1211,其他类,16.0,20.0,18.0,,冰鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218583,小草虾,1190,水产,1211,其他类,12.0,15.0,13.5,,活,斤,2021-12-14 00:00:00,,138,,admin,,,
1218582,小海白虾,1190,水产,1211,其他类,20.0,25.0,22.5,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218581,琵琶虾,1190,水产,1211,其他类,35.0,40.0,37.5,,活,斤,2021-12-14 00:00:00,,138,,admin,,,
1218580,鲍鱼,1190,水产,1211,其他类,9.0,10.0,9.5,,6-7头,个,2021-12-14 00:00:00,,138,,admin,,,
1218579,鲍鱼,1190,水产,1211,其他类,6.0,7.0,6.5,,8-9头,个,2021-12-14 00:00:00,,138,,admin,,,
1218578,鲍鱼,1190,水产,1211,其他类,4.0,5.0,4.5,,10-12头,个,2021-12-14 00:00:00,,138,,admin,,,
1218577,扇贝（地播）,1190,水产,1211,其他类,28.0,28.0,28.0,,10-12cm/活,斤,2021-12-14 00:00:00,,138,,admin,,,
1218776,红宝石,1187,水果,,葡萄类,5.0,6.0,5.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218775,克伦生,1187,水果,,葡萄类,8.0,12.0,10.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218774,黑提,1187,水果,,葡萄类,8.0,12.0,10.0,,夏黑,斤,2021-12-14 00:00:00,,138,,admin,,,
1218773,辽峰,1187,水果,,葡萄类,4.0,6.0,5.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218772,巨峰,1187,水果,,葡萄类,2.5,3.5,3.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218771,木纳格,1187,水果,,葡萄类,3.8,5.0,4.4,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218770,小台农,1187,水果,,芒果类,12.0,13.0,12.5,,生,斤,2021-12-14 00:00:00,,138,,admin,,,
1218769,青皮,1187,水果,,芒果类,6.0,7.0,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218768,凯特,1187,水果,,芒果类,6.5,7.0,6.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218767,肯特\新世纪\澳芒,1187,水果,,芒果类,6.5,7.5,7.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218766,高乐蜜芒果,1187,水果,,芒果类,6.0,7.0,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218765,水仙芒果,1187,水果,,芒果类,7.0,10.0,8.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218764,白条猪,1189,肉禽蛋,1205,猪肉类,11.0,11.0,11.0,,瘦,斤,2021-12-14 00:00:00,,138,,admin,,,
1218763,白条猪,1189,肉禽蛋,1205,猪肉类,9.0,9.0,9.0,,肥,斤,2021-12-14 00:00:00,,138,,admin,,,
1218762,前臀尖,1189,肉禽蛋,1205,猪肉类,10.0,11.0,10.5,,瘦,斤,2021-12-14 00:00:00,,138,,admin,,,
1218761,前臀尖,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,肥,斤,2021-12-14 00:00:00,,138,,admin,,,
1218760,后臀尖,1189,肉禽蛋,1205,猪肉类,10.0,11.0,10.5,,瘦,斤,2021-12-14 00:00:00,,138,,admin,,,
1218759,后臀尖,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,肥,斤,2021-12-14 00:00:00,,138,,admin,,,
1218758,五花肉,1189,肉禽蛋,1205,猪肉类,13.0,13.5,13.25,,瘦,斤,2021-12-14 00:00:00,,138,,admin,,,
1218757,五花肉,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,肥,斤,2021-12-14 00:00:00,,138,,admin,,,
1218696,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,10.0,10.0,10.0,,干净膛,斤,2021-12-14 00:00:00,,138,,admin,,,
1218695,淘汰鸡,1189,肉禽蛋,1208,禽蛋类,9.0,9.5,9.25,,净膛,斤,2021-12-14 00:00:00,,138,,admin,,,
1218694,仔鸡,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,净膛,斤,2021-12-14 00:00:00,,138,,admin,,,
1218693,肉鸡,1189,肉禽蛋,1208,禽蛋类,6.5,6.5,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218796,甜王,1187,水果,,西瓜类,3.5,3.8,3.65,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218795,国产香蕉,1187,水果,,香蕉类,3.0,3.2,3.1,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218794,南美、菲律宾香蕉,1187,水果,,香蕉类,3.5,4.0,3.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218793,泰国香蕉,1187,水果,,香蕉类,7.0,7.5,7.25,,帝王蕉,斤,2021-12-14 00:00:00,,138,,admin,,,
1218792,晓蜜25号,1187,水果,,甜瓜类,3.0,3.5,3.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218791,黄金瓜,1187,水果,,甜瓜类,4.0,4.5,4.25,,金蜜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218790,网纹,1187,水果,,甜瓜类,4.5,5.5,5.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218789,绿宝甜瓜,1187,水果,,甜瓜类,8.0,8.5,8.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218788,博阳,1187,水果,,甜瓜类,6.0,6.5,6.25,,系列,斤,2021-12-14 00:00:00,,138,,admin,,,
1218787,久红瑞,1187,水果,,甜瓜类,3.5,4.0,3.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218786,富士,1187,水果,,苹果类,1.8,2.6,2.2,,纸袋Φ70-84,斤,2021-12-14 00:00:00,,138,,admin,,,
1218785,富士,1187,水果,,苹果类,2.6,3.8,3.2,,纸袋Φ85以上,斤,2021-12-14 00:00:00,,138,,admin,,,
1218784,富士,1187,水果,,苹果类,1.5,2.5,2.0,,纸袋+膜袋,斤,2021-12-14 00:00:00,,138,,admin,,,
1218783,黄元帅,1187,水果,,苹果类,1.6,2.4,2.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218782,花牛,1187,水果,,苹果类,1.5,3.0,2.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218781,阿克苏,1187,水果,,苹果类,3.5,4.5,4.0,新疆,冰糖心,斤,2021-12-14 00:00:00,,138,,admin,,,
1218780,国光,1187,水果,,苹果类,1.3,2.6,1.95,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218779,寒富苹果,1187,水果,,苹果类,1.3,1.8,1.55,辽宁,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218778,阳光玫瑰,1187,水果,,葡萄类,10.0,32.0,21.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218777,红提,1187,水果,,葡萄类,5.0,7.0,6.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218692,鸡胸,1189,肉禽蛋,1208,禽蛋类,6.5,7.0,6.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218691,鸡翅,1189,肉禽蛋,1208,禽蛋类,10.0,10.5,10.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218690,鸡翅尖,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218689,鸡翅中,1189,肉禽蛋,1208,禽蛋类,20.0,20.0,20.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218688,鸡翅根,1189,肉禽蛋,1208,禽蛋类,7.5,7.5,7.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218687,鸡边腿,1189,肉禽蛋,1208,禽蛋类,6.5,6.5,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218686,鸡排腿,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218685,鸡琵琶腿,1189,肉禽蛋,1208,禽蛋类,7.0,7.5,7.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218684,鸡胗,1189,肉禽蛋,1208,禽蛋类,12.0,16.0,14.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218683,鸡爪,1189,肉禽蛋,1208,禽蛋类,15.0,15.0,15.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218682,鸡心,1189,肉禽蛋,1208,禽蛋类,6.0,6.0,6.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218681,鸡肝,1189,肉禽蛋,1208,禽蛋类,2.5,2.5,2.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218680,鸡脖子,1189,肉禽蛋,1208,禽蛋类,4.5,4.5,4.5,,去皮,斤,2021-12-14 00:00:00,,138,,admin,,,
1218679,鸡头,1189,肉禽蛋,1208,禽蛋类,2.5,2.5,2.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218678,鸡架子,1189,肉禽蛋,1208,禽蛋类,2.5,2.5,2.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218677,白条乌鸡,1189,肉禽蛋,1208,禽蛋类,11.0,11.0,11.0,,净膛,斤,2021-12-14 00:00:00,,138,,admin,,,
1218736,猪腰子,1189,肉禽蛋,1205,猪肉类,13.0,15.0,14.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218735,猪心,1189,肉禽蛋,1205,猪肉类,8.0,9.0,8.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218734,猪肝,1189,肉禽蛋,1205,猪肉类,5.0,6.0,5.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218733,猪肺,1189,肉禽蛋,1205,猪肉类,3.0,4.0,3.5,,,个,2021-12-14 00:00:00,,138,,admin,,,
1218732,猪皮,1189,肉禽蛋,1205,猪肉类,5.0,6.0,5.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218731,猪肠头,1189,肉禽蛋,1205,猪肉类,17.0,17.0,17.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218730,猪肠,1189,肉禽蛋,1205,猪肉类,14.0,14.0,14.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218729,整牛,1189,肉禽蛋,1206,牛肉类,33.25,33.25,33.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218728,牛前腱,1189,肉禽蛋,1206,牛肉类,37.0,37.0,37.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218727,牛后腱,1189,肉禽蛋,1206,牛肉类,37.0,37.0,37.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218726,牛前腿,1189,肉禽蛋,1206,牛肉类,34.0,35.0,34.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218725,牛后腿,1189,肉禽蛋,1206,牛肉类,34.0,35.0,34.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218724,牛腰窝,1189,肉禽蛋,1206,牛肉类,34.0,34.0,34.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218723,牛柳,1189,肉禽蛋,1206,牛肉类,36.0,37.0,36.5,,里脊,斤,2021-12-14 00:00:00,,138,,admin,,,
1218722,精牛柳,1189,肉禽蛋,1206,牛肉类,40.0,40.0,40.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218721,牛腩,1189,肉禽蛋,1206,牛肉类,34.0,35.0,34.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218720,牛林,1189,肉禽蛋,1206,牛肉类,34.0,35.0,34.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218719,牛油,1189,肉禽蛋,1206,牛肉类,6.0,6.0,6.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218718,牛金钱腱,1189,肉禽蛋,1206,牛肉类,48.0,50.0,49.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218717,牛骨,1189,肉禽蛋,1206,牛肉类,5.0,5.0,5.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218616,偏口鱼,1190,水产,1210,海水鱼,19.0,20.0,19.5,,750g-2500g鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218615,红娘子鱼,1190,水产,1210,海水鱼,5.0,7.0,6.0,,100g-200g鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218614,快鱼,1190,水产,1210,海水鱼,10.0,10.0,10.0,,<200g/鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218613,支鱼,1190,水产,1210,海水鱼,7.0,7.0,7.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218612,香梭鱼,1190,水产,1210,海水鱼,7.0,7.0,7.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218611,针鱼,1190,水产,1210,海水鱼,10.0,10.0,10.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218610,牛尾巴鱼,1190,水产,1210,海水鱼,7.0,7.0,7.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218609,海鳗,1190,水产,1210,海水鱼,9.0,9.0,9.0,,冻,斤,2021-12-14 00:00:00,,138,,admin,,,
1218608,鳕鱼,1190,水产,1210,海水鱼,6.0,7.0,6.5,,冻,斤,2021-12-14 00:00:00,,138,,admin,,,
1218607,燕鲅,1190,水产,1210,海水鱼,14.0,18.0,16.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218606,鲐鲅,1190,水产,1210,海水鱼,4.0,5.0,4.5,,<300g/冻,斤,2021-12-14 00:00:00,,138,,admin,,,
1218605,鲽鱼,1190,水产,1210,海水鱼,26.0,28.0,27.0,,750左右/冻,斤,2021-12-14 00:00:00,,138,,admin,,,
1218604,海鲈鱼,1190,水产,1210,海水鱼,12.0,13.0,12.5,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218603,墨鱼,1190,水产,1210,海水鱼,20.0,20.0,20.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218602,金鲳鱼,1190,水产,1210,海水鱼,12.0,13.0,12.5,,400g-500g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218601,金鲳鱼,1190,水产,1210,海水鱼,13.0,14.0,13.5,,500g-600g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218600,小公鱼,1190,水产,1210,海水鱼,9.0,9.0,9.0,,鲜,斤,2021-12-14 00:00:00,,138,,admin,,,
1218599,公河蟹,1190,水产,1211,其他类,22.0,25.0,23.5,,125g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218598,公河蟹,1190,水产,1211,其他类,25.0,30.0,27.5,,150g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218597,公河蟹,1190,水产,1211,其他类,35.0,40.0,37.5,,200g左右,斤,2021-12-14 00:00:00,,138,,admin,,,
1218756,纯通脊,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218755,通脊,1189,肉禽蛋,1205,猪肉类,9.5,10.5,10.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218754,纯瘦肉,1189,肉禽蛋,1205,猪肉类,11.0,12.0,11.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218753,护心肉,1189,肉禽蛋,1205,猪肉类,13.0,13.0,13.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218752,前肘,1189,肉禽蛋,1205,猪肉类,8.5,10.5,9.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218751,后肘（带骨）,1189,肉禽蛋,1205,猪肉类,7.0,8.5,7.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218750,后肘（去骨）,1189,肉禽蛋,1205,猪肉类,8.5,9.0,8.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218749,猪尾巴,1189,肉禽蛋,1205,猪肉类,38.0,40.0,39.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218748,猪蹄,1189,肉禽蛋,1205,猪肉类,19.0,19.5,19.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218747,纯排骨,1189,肉禽蛋,1205,猪肉类,19.0,22.0,20.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218746,纯腔骨,1189,肉禽蛋,1205,猪肉类,7.0,9.0,8.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218745,腔排骨,1189,肉禽蛋,1205,猪肉类,12.5,14.5,13.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218744,棒骨,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218743,猪头,1189,肉禽蛋,1205,猪肉类,9.0,9.0,9.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218742,猪口条,1189,肉禽蛋,1205,猪肉类,14.0,14.0,14.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218741,猪耳,1189,肉禽蛋,1205,猪肉类,26.0,28.0,27.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218740,猪脑,1189,肉禽蛋,1205,猪肉类,25.0,26.0,25.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218739,猪肚,1189,肉禽蛋,1205,猪肉类,20.0,21.0,20.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218738,猪板油,1189,肉禽蛋,1205,猪肉类,6.0,7.0,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218737,肥膘肉,1189,肉禽蛋,1205,猪肉类,5.0,6.0,5.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218676,黑爪公鸡,1189,肉禽蛋,1208,禽蛋类,12.0,12.0,12.0,,净膛,斤,2021-12-14 00:00:00,,138,,admin,,,
1218675,鸭腿,1189,肉禽蛋,1208,禽蛋类,6.0,6.5,6.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218674,白条湖鸭,1189,肉禽蛋,1208,禽蛋类,7.0,7.0,7.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218673,箱鸡蛋,1189,肉禽蛋,1208,禽蛋类,207.0,212.0,209.5,,,箱,2021-12-14 00:00:00,,138,,admin,,,
1218672,箱鸡蛋,1189,肉禽蛋,1208,禽蛋类,4.7,4.8,4.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218671,散鸡蛋,1189,肉禽蛋,1208,禽蛋类,4.9,4.9,4.9,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218670,生鸭蛋,1189,肉禽蛋,1208,禽蛋类,7.2,8.0,7.6,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218669,熟鸭蛋,1189,肉禽蛋,1208,禽蛋类,7.5,9.0,8.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218668,松花蛋,1189,肉禽蛋,1208,禽蛋类,7.7,9.0,8.35,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218667,鹅蛋,1189,肉禽蛋,1208,禽蛋类,16.0,17.0,16.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218666,鹌鹑蛋,1189,肉禽蛋,1208,禽蛋类,6.3,7.0,6.65,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218665,柴鸡蛋,1189,肉禽蛋,1208,禽蛋类,4.82,9.0,6.91,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218664,乌鸡蛋,1189,肉禽蛋,1208,禽蛋类,8.5,9.5,9.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218663,鸵鸟蛋,1189,肉禽蛋,1208,禽蛋类,110.0,120.0,115.0,,,个,2021-12-14 00:00:00,,138,,admin,,,
1218662,鸽子蛋,1189,肉禽蛋,1208,禽蛋类,3.0,3.0,3.0,,,个,2021-12-14 00:00:00,,138,,admin,,,
1218661,鲤鱼,1190,水产,1209,淡水鱼,6.5,7.0,6.75,,750g-1000g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218660,鲤鱼,1190,水产,1209,淡水鱼,6.5,7.0,6.75,,>1000g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218659,草鱼,1190,水产,1209,淡水鱼,7.8,8.2,8.0,,750g-1000g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218658,草鱼,1190,水产,1209,淡水鱼,7.8,8.2,8.0,,>1000g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218657,鲫鱼,1190,水产,1209,淡水鱼,8.0,9.0,8.5,,100g-150g,斤,2021-12-14 00:00:00,,138,,admin,,,
1218856,穿心莲,1186,蔬菜,1199,水菜,2.5,3.0,2.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218855,木耳菜,1186,蔬菜,1199,水菜,6.0,7.0,6.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218854,菠萝,1187,水果,1211,其他类,2.0,2.5,2.25,,箱装（上六下六）,斤,2021-12-14 00:00:00,,138,,admin,,,
1218853,圣女果,1187,水果,1211,其他类,8.0,9.0,8.5,,千禧,斤,2021-12-14 00:00:00,,138,,admin,,,
1218852,百香果,1187,水果,1211,其他类,7.0,8.0,7.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218851,冬枣,1187,水果,1211,其他类,2.0,6.0,4.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218850,黑枣,1187,水果,1211,其他类,7.0,9.0,8.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218849,九九草莓,1187,水果,1211,其他类,30.0,40.0,35.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218848,宁玉草莓,1187,水果,1211,其他类,20.0,25.0,22.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218847,甜宝草莓,1187,水果,1211,其他类,20.0,27.0,23.5,,奶油,斤,2021-12-14 00:00:00,,138,,admin,,,
1218846,红颜草莓,1187,水果,1211,其他类,18.0,25.0,21.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218845,人参果,1187,水果,1211,其他类,4.0,5.0,4.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218844,火龙果,1187,水果,1211,其他类,3.0,7.5,5.25,,红,斤,2021-12-14 00:00:00,,138,,admin,,,
1218843,火龙果,1187,水果,1211,其他类,3.0,4.5,3.75,,白,斤,2021-12-14 00:00:00,,138,,admin,,,
1218842,板栗,1187,水果,1211,其他类,3.0,3.5,3.25,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218841,油栗,1187,水果,1211,其他类,3.5,8.0,5.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218840,木瓜,1187,水果,1211,其他类,4.0,5.0,4.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218839,柿饼,1187,水果,1211,其他类,7.0,12.0,9.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218838,磨盘柿子,1187,水果,1211,其他类,1.8,2.2,2.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218837,脆皮柿子,1187,水果,1211,其他类,2.8,3.0,2.9,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218816,砂糖橘,1187,水果,,柑橘类,2.0,3.6,2.8,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218815,耙耙柑（丑橘）,1187,水果,,柑橘类,3.5,6.0,4.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218814,爱媛,1187,水果,,柑橘类,3.5,5.5,4.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218813,赣南脐橙Ф65-Ф95,1187,水果,,柑橘类,2.4,4.0,3.2,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218812,鄂、湘、川脐橙,1187,水果,,柑橘类,2.5,3.2,2.85,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218811,沃柑,1187,水果,,柑橘类,4.0,5.0,4.5,,贵妃柑,斤,2021-12-14 00:00:00,,138,,admin,,,
1218810,贡柑,1187,水果,,柑橘类,3.0,4.0,3.5,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218809,冰糖橙,1187,水果,,柑橘类,1.3,3.5,2.4,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218808,芦柑,1187,水果,,柑橘类,2.5,3.0,2.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218807,金桔,1187,水果,,柑橘类,2.7,7.0,4.85,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218806,蜜柚,1187,水果,,柑橘类,1.6,2.6,2.1,,红心,斤,2021-12-14 00:00:00,,138,,admin,,,
1218805,蜜柚,1187,水果,,柑橘类,1.5,2.0,1.75,,白心,斤,2021-12-14 00:00:00,,138,,admin,,,
1218804,葡萄柚,1187,水果,,柑橘类,3.5,4.5,4.0,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218803,猕猴桃,1187,水果,,桃李杏类,8.0,8.5,8.25,,翠香,斤,2021-12-14 00:00:00,,138,,admin,,,
1218802,猕猴桃,1187,水果,,桃李杏类,2.5,4.5,3.5,,徐香,斤,2021-12-14 00:00:00,,138,,admin,,,
1218801,猕猴桃,1187,水果,,桃李杏类,2.0,2.8,2.4,,海沃德,斤,2021-12-14 00:00:00,,138,,admin,,,
1218800,无籽小号-大号,1187,水果,,西瓜类,4.4,4.8,4.6,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218799,麒麟、甜蜜蜜,1187,水果,,西瓜类,3.2,4.5,3.85,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218798,黑美人,1187,水果,,西瓜类,2.6,2.8,2.7,,,斤,2021-12-14 00:00:00,,138,,admin,,,
1218797,特小凤,1187,水果,,西瓜类,3.5,4.0,3.75,,,斤,2021-12-14 00:00:00,,138,,admin,,,
